ligand,blob_map_filename
AGS,7NKU_C_802_AGS.npz
ATP-like,8BM1_L_603_ATP.npz
NAG,7KDH_C_1317_NAG.npz
NAG,5VN8_n_1_NAG.npz
CYC-like,7SCC_BB_200_CYC.npz
MG-like,6F95_E_301_MG.npz
RARE_LIGAND,7X6I_B_805_YZY.npz
CLA-like,7SA3_D_403_CLA.npz
MG-like,7NJS_F_601_MG.npz
MG-like,8BM1_R_601_MG.npz
CLA-like,7BGI_B_1225_CLA.npz
ZN-like,8C06_D_2801_ZN.npz
GTP-like,3JAT_J_501_GTP.npz
ADP-like,8DZG_E_602_ADP.npz
BCL,7ZE3_O_101_BCL.npz
CLA-like,6K33_bA_839_CLA.npz
BCR,7EW6_A_846_BCR.npz
NAG,5A63_F_1_NAG.npz
MG-like,6KOU_A_401_MG.npz
NAG,8G3Q_a_1_NAG.npz
NAG,7CZT_S_1_NAG.npz
RARE_LIGAND,7AK5_N_1_FME.npz
NAG,7KIP_t_1_NAG.npz
CYC-like,7SC9_BV_200_CYC.npz
NAG,7SXT_K_1_NAG.npz
CLA-like,7Y7B_B_834_CLA.npz
ADP-like,7KSM_F_1000_ADP.npz
CLA-like,6KIF_H_1205_CLA.npz
AGS,6UKS_G_800_AGS.npz
RARE_LIGAND,7TGH_6_302_PC1.npz
SF4-like,7YCA_C_102_SF4.npz
RARE_LIGAND,7X9W_P_31_CSS.npz
NAG,8IOU_C_1304_NAG.npz
NAG,8CIM_K_1_NAG.npz
ZN-like,6ZKE_b_300_ZN.npz
ADP-like,8DBF_G_402_ADP.npz
CLA-like,6KIF_H_1215_CLA.npz
GTP-like,8SNB_AI_501_GTP.npz
SF4-like,6ZKU_9_403_SF4.npz
RARE_LIGAND,6VX3_B_302_POV.npz
AGS,7RLH_D_901_AGS.npz
CLA-like,7Y7B_B_824_CLA.npz
CLA-like,6L35_F_303_CLA.npz
NAG,7V79_N_1_NAG.npz
HEZ-like,7LGW_B_804_OCT.npz
RARE_LIGAND,7QVI_C_187_KCX.npz
NAG,7UPD_A_504_NAG.npz
CDL,6YNY_L_302_CDL.npz
GTP-like,8GLV_BN_501_GTP.npz
ADP-like,7NVN_a_601_ADP.npz
NAG,8EJG_T_1_NAG.npz
AMP-like,7RES_A_603_IMP.npz
NAG,7UPA_G_502_NAG.npz
CLA-like,8BD3_C_605_CLA.npz
SF4-like,7TGH_V1_500_SF4.npz
RARE_LIGAND,8HW1_G_613_32N.npz
GTP-like,8GLV_CM_502_GTP.npz
NAG,7K9J_u_1_NAG.npz
AMP-like,6U8E_F_601_IMP.npz
CLA-like,7S3D_G_1012_CLA.npz
NAG,8DD3_G_2_NAG.npz
GTP-like,7AX3_H_901_GCP.npz
ATP-like,8HH2_E_501_ATP.npz
CLA-like,6L35_A_817_CLA.npz
RARE_LIGAND,7PHK_D_603_PCF.npz
BCR,6KAC_H_101_BCR.npz
SF4-like,7R3K_C_101_SF4.npz
SO4-like,7TJS_F_600_PO4.npz
SF4-like,7V33_C_301_SF4.npz
ADP-like,7UUW_A_401_ADP.npz
CLA-like,6L35_A_807_CLA.npz
CLA-like,8AM5_A_405_CLA.npz
GTP-like,7DN0_C_501_GTP.npz
AMP-like,8FUZ_C_601_IMP.npz
COA,8G5C_B_1201_COA.npz
HG-like,7XM1_TA_201_BA.npz
RARE_LIGAND,7TGH_3E_304_PC1.npz
SF4-like,7BKD_C_201_SF4.npz
ADP-like,8A8V_E_902_ADP.npz
CLA-like,8BD3_7_311_CLA.npz
FAD-like,7KOE_B_701_FAD.npz
CLA-like,6L35_B_841_CLA.npz
NAG,7L8C_u_1_NAG.npz
NAG,7SBX_P_1_NAG.npz
RARE_LIGAND,6L35_3_619_XAT.npz
NAG,8E94_A_904_NAG.npz
ATP-like,6YY0_C_600_ATP.npz
RARE_LIGAND,7D72_D_501_GDD.npz
ATP-like,6XLF_A_801_ANP.npz
CLR,7A6F_A_1307_CLR.npz
ZN-like,7OJ5_I_302_MN.npz
HEC-like,7LQ5_B_304_HEC.npz
CLA-like,6KIF_B_1231_CLA.npz
F3S,7UTD_B_404_F3S.npz
RARE_LIGAND,6KPJ_F_404_9TY.npz
NAG,6OKP_o_1_NAG.npz
CLA-like,7R3K_A_828_CLA.npz
MG-like,8APA_C1_602_MG.npz
CLA-like,7YCA_3_307_CLA.npz
NAD-like,8ARI_S_501_NAD.npz
NAG,7SY5_L_1_NAG.npz
RARE_LIGAND,6ZZX_5_617_CHL.npz
RARE_LIGAND,7YCA_3_316_XAT.npz
ZN-like,7UFG_B_4000_ZN.npz
NAG,7KDG_O_1_NAG.npz
RARE_LIGAND,7UT7_D_602_CLF.npz
CLA-like,7R3K_A_838_CLA.npz
NAG,7V8A_a_1_NAG.npz
NAG,8AQS_B_903_NAG.npz
NAG,7RU3_D_1_NAG.npz
NAG,7KJ4_B_1311_NAG.npz
RARE_LIGAND,6ZWO_B_2602_IHP.npz
MAN-like,6OKP_I_7_MAN.npz
NAG,6LR4_E_1_NAG.npz
CA-like,8D1I_D_601_CA.npz
CLR,6T9O_D_805_CLR.npz
RARE_LIGAND,8HG3_U_315_Q6L.npz
CDL,8AC4_A_3001_CDL.npz
CTP-like,7MIV_D_603_UTP.npz
NAG,7XU5_Z_1_NAG.npz
CLA-like,6ZZX_A_1012_CLA.npz
CLA-like,6KIF_L_1503_CLA.npz
CLA-like,7YCA_L_302_CLA.npz
MG-like,7WAF_A_1003_MG.npz
RARE_LIGAND,8AM5_m_101_ECH.npz
PEB,7EZX_J3_201_PEB.npz
RARE_LIGAND,8DFD_C_601_HCA.npz
NAG,8G3V_I_1102_NAG.npz
AMP-like,6R8U_D_501_AMP.npz
NAG,6LQG_H_1_NAG.npz
NAD-like,7V2H_A_503_NAI.npz
NAG,8H3N_B_1301_NAG.npz
MG-like,6RED_V_1002_MG.npz
NAG,7TB8_B_1303_NAG.npz
RARE_LIGAND,6WM2_R_905_WSS.npz
RARE_LIGAND,6Y79_4_505_T7X.npz
MG-like,7WAF_D_1001_MG.npz
ATP-like,6N30_B_600_ATP.npz
ZN-like,6M3X_W_401_FE.npz
CA-like,7ZRK_A_607_K.npz
RARE_LIGAND,6PLU_D_603_UNL.npz
RARE_LIGAND,8CUZ_A_1901_UNL.npz
ATP-like,8HH2_B_600_ATP.npz
NAG,7UZ7_A_1309_NAG.npz
BMA-like,7SMM_I_3_BMA.npz
NAG,7V82_O_1_NAG.npz
SPM-like,7XQB_C_407_C14.npz
NAG,7SMQ_G_1_NAG.npz
AGS,7US2_D_801_AGS.npz
RARE_LIGAND,7SQ6_A_601_AQV.npz
SF4-like,6ZKI_3_801_SF4.npz
ZN-like,7FGG_K_1001_ZN.npz
RARE_LIGAND,8HG3_U_304_CHL.npz
CYC-like,7VEA_aJ_201_CYC.npz
NAG,7K8S_K_2_NAG.npz
RARE_LIGAND,7DSK_B_601_HNX.npz
SF4-like,7R44_G_801_SF4.npz
RARE_LIGAND,6PLU_D_613_UNL.npz
NAG,7OAN_R_1_NAG.npz
CYC-like,7EZX_C7_1001_CYC.npz
RARE_LIGAND,7R3K_6_317_CHL.npz
NAG,8CYA_O_1_NAG.npz
RARE_LIGAND,8BD3_Y_318_LHG.npz
NAG,6X5B_U_1_NAG.npz
ATP-like,6J5I_A_601_ATP.npz
CYC-like,7SCB_AZ_200_CYC.npz
CYC-like,7EXT_f3_1001_CYC.npz
RARE_LIGAND,6LR4_B_502_ESF.npz
CLA-like,6KIF_G_1129_CLA.npz
NAG,6XM3_H_1_NAG.npz
RARE_LIGAND,7W20_C_304_970.npz
RARE_LIGAND,6ZZX_4_618_CHL.npz
RARE_LIGAND,6UT8_E_701_GSP.npz
RARE_LIGAND,8AC5_C_503_PC1.npz
RARE_LIGAND,8J1N_A_401_DNF.npz
CLA-like,6KIF_G_1139_CLA.npz
NAG,7UB0_G_1_NAG.npz
CLA-like,6YEZ_B_1202_CLA.npz
RARE_LIGAND,7KHR_r_401_POV.npz
RARE_LIGAND,7BLX_A_1011_CL0.npz
CL-like,7ZGO_A_1303_CL.npz
ZN-like,7R4C_R_201_ZN.npz
CLA-like,7EW6_A_805_CLA.npz
MG-like,8H9V_D_502_MG.npz
NAG,8DLT_Q_1_NAG.npz
MG-like,8BM1_L_601_MG.npz
MAN-like,7PBZ_L_5_MAN.npz
CA-like,7E6T_B_904_CA.npz
RARE_LIGAND,7OCF_B_1403_PC1.npz
PGE-like,7LGW_B_814_D10.npz
RARE_LIGAND,7YCA_B_844_PQN.npz
CLA-like,7R3K_1_5015_CLA.npz
RARE_LIGAND,6EZM_I_406_5LD.npz
RARE_LIGAND,6HU9_C_607_PCF.npz
MG-like,8HSJ_E_1001_MG.npz
RARE_LIGAND,8HG3_S_320_Q6L.npz
RARE_LIGAND,6YJ4_D_121_2MR.npz
CLA-like,8HW1_C_608_CLA.npz
NAG,6UDJ_i_1_NAG.npz
CA-like,7YVS_E_903_CA.npz
NAG,6W1Y_N_1_NAG.npz
CDL,6HU9_H_601_CDL.npz
SF4-like,7P7L_I_201_SF4.npz
RARE_LIGAND,7X9W_N_31_CSS.npz
RARE_LIGAND,8G1E_C_3304_UNL.npz
RARE_LIGAND,7QSK_Y_805_3PE.npz
ATP-like,8BLY_B_602_ATP.npz
RARE_LIGAND,8HLA_D_301_FL3.npz
CLA-like,6KAD_C_505_CLA.npz
RARE_LIGAND,6PLU_A_516_UNL.npz
ZN-like,8BD3_a_403_FE2.npz
NAG,7UB0_B_1309_NAG.npz
CLR,8SI7_A_1305_CLR.npz
PGV-like,6VXZ_B_504_PGW.npz
CLA-like,6KAC_Y_611_CLA.npz
RARE_LIGAND,7R42_D_85_2MR.npz
RARE_LIGAND,8DDU_B_1402_9Z9.npz
NAG,6K7J_B_1_NAG.npz
MG-like,6JCW_F_401_MG.npz
RARE_LIGAND,6R7X_B_914_UMQ.npz
NAG,8DP1_B_607_NAG.npz
RARE_LIGAND,6V1Y_M_602_QNJ.npz
RARE_LIGAND,6PLU_A_506_UNL.npz
RARE_LIGAND,7CR1_C_801_GB9.npz
LMT,6TDV_D_203_LMT.npz
SF4-like,7AK5_G_801_SF4.npz
RARE_LIGAND,7RHI_A_701_PCG.npz
PGE-like,7PBZ_D_505_D10.npz
ADP-like,8DBF_E_406_ADP.npz
CLA-like,6ZZX_G_1602_CLA.npz
SF4-like,7W4J_M_802_SF4.npz
RARE_LIGAND,6L35_B_850_DGD.npz
FES-like,8GY3_B_201_FES.npz
ADP-like,6REB_X_601_ADP.npz
FES-like,7W1Z_O_301_FES.npz
CLR,7WYU_C_1106_CLR.npz
CA-like,7MIY_A_2402_CA.npz
CLR,7ZXN_A_501_CLR.npz
ZN-like,7E1V_F_605_CU.npz
RARE_LIGAND,6VM3_A_604_IVM.npz
MAN-like,8DP1_V_4_MAN.npz
ADP-like,6RE8_Z_601_ADP.npz
ZN-like,5T9N_I_5101_ZN.npz
ATP-like,8EOB_A_801_ANP.npz
FES-like,7P7L_G_1004_FES.npz
RARE_LIGAND,8E56_A_1903_3PE.npz
GTP-like,8SNB_GE_501_GTP.npz
ZN-like,8DH6_a_603_CU.npz
MG-like,6RDG_X_602_MG.npz
ZN-like,7VMR_A_6000_ZN.npz
CLR,6LQG_C_502_CLR.npz
MG-like,7MIS_A_1003_MG.npz
FES-like,7W4J_M_803_FES.npz
GTP-like,8GLV_Jl_502_GTP.npz
AGS,8A5D_W_500_AGS.npz
ATP-like,8H9S_B_601_ATP.npz
ATP-like,7TJS_C_600_ATP.npz
RARE_LIGAND,7R4C_M_1_FME.npz
RARE_LIGAND,7WYU_A_376_PHD.npz
CLA-like,7R3K_5_321_CLA.npz
RARE_LIGAND,6RFR_O_201_ZMP.npz
CLA-like,8HW1_B_607_CLA.npz
BCR,8AM5_i_101_BCR.npz
CLA-like,6KAD_S_612_CLA.npz
CLA-like,8BD3_r_305_CLA.npz
RARE_LIGAND,8DRE_A_903_PEE.npz
RARE_LIGAND,6JPA_A_1906_3PE.npz
RARE_LIGAND,6VXO_D_301_POV.npz
ATP-like,7M5V_A_1223_ANP.npz
MAN-like,7M1Q_B_5_MAN.npz
RARE_LIGAND,6ZZX_8_610_CHL.npz
MG-like,7PW8_C_602_MG.npz
MAN-like,8G3Q_k_4_MAN.npz
CLA-like,8BD3_y_614_CLA.npz
CLA-like,7S3D_G_1137_CLA.npz
MG-like,6ZQN_F_601_MG.npz
NAG,7SAA_G_1_NAG.npz
NAG,7V7O_k_1_NAG.npz
NAG,7MY3_V_2_NAG.npz
CLA-like,8BD3_r_315_CLA.npz
NAG,6PZY_M_2_NAG.npz
RARE_LIGAND,6KAC_L_101_LHG.npz
ZN-like,7OJ5_W_302_MN.npz
NAG,7WS0_M_1_NAG.npz
CLA-like,8BD3_y_604_CLA.npz
D12-like,7LI8_A_909_D12.npz
ATP-like,7VAN_C_601_ATP.npz
HEC-like,7TGH_3D_401_HEC.npz
BMA-like,7KC1_N_3_BMA.npz
NAG,8DP1_I_1_NAG.npz
ADP-like,8OID_A_401_ADP.npz
CA-like,8BM1_I_602_K.npz
CLA-like,6L35_A_828_CLA.npz
NAD-like,7RER_F_601_NAD.npz
CLA-like,7YCA_Q_306_CLA.npz
RARE_LIGAND,6ZZX_1_609_CHL.npz
NAG,6X6P_L_1_NAG.npz
ADP-like,8SEW_D_5101_ADP.npz
NAG,6PZY_E_501_NAG.npz
CLA-like,6L35_A_838_CLA.npz
MAN-like,7T9T_d_4_MAN.npz
FMN-like,8A1X_C_1000_FMN.npz
ZN-like,8FGW_C_1402_ZN.npz
RARE_LIGAND,7QL5_C_602_POV.npz
CA-like,7VNQ_A_1102_K.npz
NAG,7PM4_B_501_NAG.npz
NAG,7PBD_H_2_NAG.npz
NAG,6PM0_J_2_NAG.npz
BMA-like,7TBY_C_3_BMA.npz
RARE_LIGAND,7N4Y_A_2041_TYI.npz
CA-like,7PHI_A_604_K.npz
ATP-like,7LN4_C_902_ATP.npz
NAG,7KIP_a_1_NAG.npz
MG-like,8EOB_A_802_MG.npz
ATP-like,7UMZ_D_5101_ACP.npz
NAG,6CDE_V_1_NAG.npz
NAG,7CZT_F_1_NAG.npz
NAG,8G3Q_t_1_NAG.npz
AMP-like,7RFE_F_604_IMP.npz
BMA-like,6VI0_O_3_BMA.npz
NAG,7N4Y_E_2_NAG.npz
NAG,7KKK_A_1308_NAG.npz
NAG,7Y76_M_1_NAG.npz
NAG,7YVI_B_1309_NAG.npz
NAG,6CDE_KA_1_NAG.npz
NAG,7V7V_j_1_NAG.npz
NAG,6CM3_c_2_NAG.npz
NAG,8D56_L_1_NAG.npz
NAG,6PLT_J_1_NAG.npz
MG-like,8IO6_C_901_MG.npz
CLA-like,7EW6_B_831_CLA.npz
RARE_LIGAND,7R41_H_401_3PE.npz
FES-like,7W1U_M_803_FES.npz
NAG,6OKP_Z_1_NAG.npz
